gkz,name,center_lng,center_lat,Sonst._votes,Sonst._percent,SPÖ_votes,SPÖ_percent,ÖVP_votes,ÖVP_percent,FPÖ_votes,FPÖ_percent,GRÜNE_votes,GRÜNE_percent,KPÖ_votes,KPÖ_percent,BIER_votes,BIER_percent,NEOS_votes,NEOS_percent,MFG_votes,MFG_percent,KEINE_votes,KEINE_percent,LMP_votes,LMP_percent,BGE_votes,BGE_percent,GAZA_votes,GAZA_percent,NW_votes,NW_percent
41326,Peilstein im Mühlviertel,13.8936981,48.6200786,0,0.0,131,12.87,388,38.11,344,33.79,44,4.32,11,1.08,14,1.38,60,5.89,11,1.08,5,0.49,9,0.88,0,0.0,1,0.1,0,0.0
41815,Pennewang,13.849911,48.1305456,0,0.0,79,12.34,230,35.94,197,30.78,36,5.63,8,1.25,13,2.03,63,9.84,6,0.94,3,0.47,5,0.78,0,0.0,0,0.0,0,0.0
41116,Perg,14.642255,48.2475641,0,0.0,1041,21.02,1299,26.23,1524,30.77,374,7.55,106,2.14,97,1.96,384,7.75,44,0.89,50,1.01,21,0.42,0,0.0,13,0.26,0,0.0
40430,Perwang am Grabensee,13.0750275,48.0169049,0,0.0,86,13.52,174,27.36,267,41.98,36,5.66,16,2.52,4,0.63,42,6.6,2,0.31,6,0.94,3,0.47,0,0.0,0,0.0,0,0.0
41222,Peterskirchen,13.5421774,48.2356774,0,0.0,37,8.2,189,41.91,138,30.6,22,4.88,8,1.77,9,2.0,34,7.54,5,1.11,4,0.89,5,1.11,0,0.0,0,0.0,0,0.0
40912,Pettenbach,14.0138959,47.9639923,0,0.0,485,14.81,729,22.27,1397,42.67,217,6.63,48,1.47,54,1.65,237,7.24,45,1.37,18,0.55,24,0.73,0,0.0,20,0.61,0,0.0
40835,Peuerbach,13.7618831,48.3320875,0,0.0,373,13.31,918,32.75,996,35.53,164,5.85,33,1.18,40,1.43,220,7.85,32,1.14,9,0.32,15,0.54,0,0.0,3,0.11,0,0.0
41723,Pfaffing,13.4629884,48.0192939,0,0.0,232,24.04,227,23.52,307,31.81,56,5.8,7,0.73,28,2.9,84,8.7,8,0.83,8,0.83,7,0.73,0,0.0,1,0.1,0,0.0
40431,Pfaffstätt,13.1342153,48.0767432,0,0.0,85,13.41,172,27.13,255,40.22,38,5.99,16,2.52,8,1.26,49,7.73,4,0.63,4,0.63,3,0.47,0,0.0,0,0.0,0,0.0
41511,Pfarrkirchen bei Bad Hall,14.187469,48.0205581,0,0.0,285,19.32,420,28.47,447,30.31,103,6.98,19,1.29,29,1.97,148,10.03,11,0.75,6,0.41,6,0.41,0,0.0,1,0.07,0,0.0
41327,Pfarrkirchen im Mühlkreis,13.8008424,48.5264197,0,0.0,97,10.72,397,43.87,249,27.51,60,6.63,17,1.88,15,1.66,55,6.08,6,0.66,6,0.66,3,0.33,0,0.0,0,0.0,0,0.0
41018,Piberbach,14.2235996,48.1060396,0,0.0,239,18.29,325,24.87,447,34.2,101,7.73,24,1.84,33,2.52,106,8.11,10,0.77,7,0.54,13,0.99,0,0.0,2,0.15,0,0.0
41816,Pichl bei Wels,13.89434,48.1914212,0,0.0,323,18.23,456,25.73,601,33.92,133,7.51,28,1.58,31,1.75,164,9.26,9,0.51,12,0.68,9,0.51,0,0.0,6,0.34,0,0.0
40613,Pierbach,14.7508647,48.3644735,0,0.0,72,10.93,211,32.02,279,42.34,28,4.25,8,1.21,10,1.52,25,3.79,9,1.37,13,1.97,4,0.61,0,0.0,0,0.0,0,0.0
41724,Pilsbach,13.665103,48.0366347,0,0.0,92,20.4,130,28.82,118,26.16,47,10.42,5,1.11,8,1.77,41,9.09,7,1.55,2,0.44,1,0.22,0,0.0,0,0.0,0,0.0
40714,Pinsdorf,13.743334,47.9324408,0,0.0,546,23.82,517,22.56,756,32.98,158,6.89,39,1.7,41,1.79,172,7.5,26,1.13,20,0.87,15,0.65,0,0.0,2,0.09,0,0.0
40432,Pischelsdorf am Engelbach,13.0790501,48.1205893,0,0.0,89,8.67,322,31.38,477,46.49,33,3.22,18,1.75,26,2.53,42,4.09,7,0.68,5,0.49,7,0.68,0,0.0,0,0.0,0,0.0
41725,Pitzenberg,13.7297568,48.0669322,0,0.0,56,15.3,106,28.96,120,32.79,33,9.02,4,1.09,10,2.73,26,7.1,6,1.64,2,0.55,2,0.55,0,0.0,1,0.27,0,0.0
50328,Plainfeld,13.1694405,47.8349629,0,0.0,90,11.06,306,37.59,239,29.36,47,5.77,24,2.95,17,2.09,82,10.07,5,0.61,3,0.37,1,0.12,0,0.0,0,0.0,0,0.0
40821,Pollham,13.861795,48.2617718,0,0.0,97,13.88,213,30.47,210,30.04,75,10.73,14,2.0,6,0.86,60,8.58,12,1.72,3,0.43,9,1.29,0,0.0,0,0.0,0,0.0
40433,Polling im Innkreis,13.2964743,48.2309859,0,0.0,75,12.54,167,27.93,269,44.98,28,4.68,11,1.84,11,1.84,26,4.35,5,0.84,2,0.33,4,0.67,0,0.0,0,0.0,0,0.0
40822,Pram,13.6054512,48.2304493,0,0.0,154,14.42,271,25.37,399,37.36,88,8.24,9,0.84,30,2.81,89,8.33,9,0.84,15,1.4,2,0.19,0,0.0,2,0.19,0,0.0
40508,Prambachkirchen,13.9118289,48.3081657,0,0.0,300,15.75,589,30.92,652,34.23,130,6.82,19,1.0,36,1.89,142,7.45,15,0.79,7,0.37,12,0.63,0,0.0,3,0.16,0,0.0
41223,Pramet,13.4973855,48.1290697,0,0.0,90,13.25,186,27.39,273,40.21,32,4.71,14,2.06,9,1.33,59,8.69,7,1.03,7,1.03,2,0.29,0,0.0,0,0.0,0,0.0
40614,Pregarten,14.5491752,48.3643221,0,0.0,879,24.37,928,25.73,1054,29.22,265,7.35,65,1.8,63,1.75,274,7.6,23,0.64,35,0.97,21,0.58,0,0.0,0,0.0,0,0.0
50209,Puch bei Hallein,13.1179562,47.7351519,0,0.0,459,16.84,863,31.67,619,22.72,317,11.63,85,3.12,61,2.24,270,9.91,13,0.48,18,0.66,20,0.73,0,0.0,0,0.0,0,0.0
41618,Puchenau,14.2300486,48.3220379,0,0.0,632,20.79,758,24.93,538,17.7,523,17.2,71,2.34,45,1.48,405,13.32,22,0.72,22,0.72,23,0.76,0,0.0,1,0.03,0,0.0
41727,Puchkirchen am Trattberg,13.5741506,48.0473262,0,0.0,108,16.56,218,33.44,174,26.69,50,7.67,11,1.69,12,1.84,62,9.51,10,1.53,3,0.46,4,0.61,0,0.0,0,0.0,0,0.0
41019,Pucking,14.2040036,48.1852169,0,0.0,432,16.97,558,21.93,1096,43.06,143,5.62,39,1.53,38,1.49,190,7.47,13,0.51,22,0.86,6,0.24,0,0.0,8,0.31,0,0.0
40509,Pupping,14.0241732,48.3229008,0,0.0,247,21.17,375,32.13,354,30.33,80,6.86,15,1.29,15,1.29,62,5.31,5,0.43,4,0.34,5,0.43,0,0.0,5,0.43,0,0.0
41328,Putzleinsdorf,13.8552194,48.5086245,0,0.0,89,8.83,390,38.69,324,32.14,74,7.34,12,1.19,15,1.49,70,6.94,25,2.48,7,0.69,2,0.2,0,0.0,0,0.0,0,0.0
41726,Pöndorf,13.3472742,48.0209674,0,0.0,209,14.72,415,29.23,612,43.1,49,3.45,20,1.41,26,1.83,69,4.86,6,0.42,12,0.85,1,0.07,0,0.0,1,0.07,0,0.0
40820,Pötting,13.7692652,48.2807615,0,0.0,44,10.81,196,48.16,103,25.31,20,4.91,1,0.25,8,1.97,28,6.88,3,0.74,3,0.74,0,0.0,0,0.0,1,0.25,0,0.0
41728,Pühret,13.7111605,48.0387397,0,0.0,76,19.1,122,30.65,131,32.91,28,7.04,8,2.01,3,0.75,19,4.77,6,1.51,3,0.75,2,0.5,0,0.0,0,0.0,0,0.0
41414,Raab,13.6457192,48.3526664,0,0.0,168,11.68,421,29.28,589,40.96,110,7.65,26,1.81,25,1.74,79,5.49,4,0.28,9,0.63,6,0.42,0,0.0,1,0.07,0,0.0
41415,Rainbach im Innkreis,13.5247637,48.4579639,0,0.0,117,11.4,363,35.38,410,39.96,45,4.39,15,1.46,11,1.07,54,5.26,3,0.29,6,0.58,1,0.1,0,0.0,1,0.1,0,0.0
40615,Rainbach im Mühlkreis,14.4494472,48.5654982,0,0.0,371,19.65,691,36.6,459,24.31,146,7.73,18,0.95,36,1.91,115,6.09,15,0.79,22,1.17,11,0.58,0,0.0,4,0.21,0,0.0
41117,Rechberg,14.7071195,48.3139732,0,0.0,81,12.39,286,43.73,173,26.45,36,5.5,8,1.22,13,1.99,33,5.05,9,1.38,10,1.53,4,0.61,0,0.0,1,0.15,0,0.0
41729,Redleiten,13.4291857,48.0820365,0,0.0,48,15.79,71,23.36,147,48.36,3,0.99,4,1.32,7,2.3,18,5.92,3,0.99,1,0.33,2,0.66,0,0.0,0,0.0,0,0.0
41730,Redlham,13.7461844,48.0346237,0,0.0,196,19.2,261,25.56,322,31.54,66,6.46,24,2.35,35,3.43,86,8.42,7,0.69,10,0.98,13,1.27,0,0.0,1,0.1,0,0.0
41731,Regau,13.7010933,47.9731808,0,0.0,774,19.18,940,23.29,1390,34.44,349,8.65,64,1.59,82,2.03,319,7.9,61,1.51,31,0.77,17,0.42,0,0.0,9,0.22,0,0.0
41619,Reichenau im Mühlkreis,14.3287566,48.472914,0,0.0,150,17.52,277,32.36,234,27.34,54,6.31,25,2.92,21,2.45,76,8.88,8,0.93,6,0.7,4,0.47,0,0.0,1,0.12,0,0.0
41620,Reichenthal,14.3765536,48.5530602,0,0.0,194,19.48,349,35.04,271,27.21,51,5.12,6,0.6,16,1.61,77,7.73,7,0.7,16,1.61,7,0.7,0,0.0,2,0.2,0,0.0
41512,Reichraming,14.4520195,47.8495233,0,0.0,386,33.65,198,17.26,403,35.14,40,3.49,24,2.09,13,1.13,53,4.62,11,0.96,8,0.7,8,0.7,0,0.0,3,0.26,0,0.0
41225,Ried im Innkreis,13.481624,48.2090241,0,0.0,1068,19.41,1358,24.69,1632,29.67,517,9.4,113,2.05,130,2.36,531,9.65,49,0.89,24,0.44,24,0.44,0,0.0,55,1.0,0,0.0
40913,Ried im Traunkreis,14.0665819,48.0253406,0,0.0,204,11.82,528,30.59,613,35.52,119,6.89,28,1.62,28,1.62,151,8.75,17,0.98,15,0.87,15,0.87,0,0.0,8,0.46,0,0.0
41118,Ried in der Riedmark,14.5282253,48.288108,0,0.0,774,26.88,732,25.42,757,26.28,245,8.51,53,1.84,58,2.01,204,7.08,16,0.56,26,0.9,11,0.38,0,0.0,4,0.14,0,0.0
41416,Riedau,13.6396284,48.2990596,0,0.0,209,17.49,320,26.78,436,36.49,73,6.11,20,1.67,28,2.34,79,6.61,9,0.75,9,0.75,3,0.25,0,0.0,9,0.75,0,0.0
41513,Rohr im Kremstal,14.1985975,48.065709,0,0.0,163,18.69,278,31.88,257,29.47,66,7.57,17,1.95,10,1.15,65,7.45,5,0.57,5,0.57,3,0.34,0,0.0,3,0.34,0,0.0
41344,Rohrbach-Berg,13.993649,48.5777708,0,0.0,481,15.21,1052,33.26,842,26.62,289,9.14,48,1.52,65,2.06,301,9.52,38,1.2,27,0.85,18,0.57,0,0.0,2,0.06,0,0.0
40715,Roitham am Traunfall,13.8366539,48.0239719,0,0.0,275,20.43,344,25.56,458,34.03,74,5.5,18,1.34,36,2.67,108,8.02,21,1.56,5,0.37,5,0.37,0,0.0,2,0.15,0,0.0
40823,Rottenbach,13.6707803,48.2147609,0,0.0,91,12.53,165,22.73,319,43.94,38,5.23,18,2.48,13,1.79,52,7.16,10,1.38,6,0.83,13,1.79,0,0.0,1,0.14,0,0.0
40434,Roßbach,13.2427427,48.2027639,0,0.0,65,11.21,164,28.28,262,45.17,29,5.0,7,1.21,11,1.9,31,5.34,2,0.34,3,0.52,5,0.86,0,0.0,1,0.17,0,0.0
41733,Rutzenham,13.7015803,48.0550492,0,0.0,24,12.18,56,28.43,60,30.46,21,10.66,4,2.03,4,2.03,18,9.14,7,3.55,1,0.51,2,1.02,0,0.0,0,0.0,0,0.0
41732,Rüstorf,13.8029225,48.0479166,0,0.0,273,20.71,291,22.08,453,34.37,89,6.75,33,2.5,31,2.35,114,8.65,13,0.99,10,0.76,9,0.68,0,0.0,2,0.15,0,0.0
50101,Salzburg,13.0437628,47.7982375,0,0.0,13956,20.77,17430,25.95,14107,21.0,9054,13.48,4174,6.21,753,1.12,6685,9.95,224,0.33,344,0.51,451,0.67,0,0.0,0,0.0,0,0.0
40616,Sandl,14.6576178,48.5600051,0,0.0,217,22.82,232,24.4,312,32.81,52,5.47,21,2.21,27,2.84,55,5.78,18,1.89,9,0.95,7,0.74,0,0.0,1,0.11,0,0.0
41338,Sarleinsbach,13.9040459,48.5617243,0,0.0,142,9.65,579,39.36,462,31.41,107,7.27,14,0.95,13,0.88,106,7.21,26,1.77,14,0.95,8,0.54,0,0.0,0,0.0,0,0.0
41817,Sattledt,14.0516034,48.0735244,0,0.0,224,15.51,428,29.64,513,35.53,79,5.47,21,1.45,21,1.45,134,9.28,7,0.48,8,0.55,7,0.48,0,0.0,2,0.14,0,0.0
41123,Saxen,14.7967957,48.2029219,0,0.0,232,21.48,293,27.13,391,36.2,46,4.26,19,1.76,14,1.3,62,5.74,10,0.93,9,0.83,4,0.37,0,0.0,0,0.0,0,0.0
40441,Schalchen,13.1752835,48.1116305,0,0.0,400,18.75,508,23.82,778,36.47,150,7.03,47,2.2,49,2.3,136,6.38,36,1.69,14,0.66,12,0.56,0,0.0,3,0.14,0,0.0
41423,Schardenberg,13.4990753,48.5259023,0,0.0,137,10.16,560,41.51,445,32.99,80,5.93,21,1.56,18,1.33,68,5.04,7,0.52,8,0.59,4,0.3,0,0.0,1,0.07,0,0.0
40719,Scharnstein,13.9390253,47.8998573,0,0.0,607,20.79,696,23.84,912,31.24,265,9.08,43,1.47,61,2.09,260,8.91,30,1.03,12,0.41,30,1.03,0,0.0,3,0.1,0,0.0
40511,Scharten,14.0061384,48.254995,0,0.0,333,21.31,347,22.2,557,35.64,120,7.68,20,1.28,25,1.6,126,8.06,10,0.64,7,0.45,13,0.83,0,0.0,5,0.32,0,0.0
41622,Schenkenfelden,14.3526187,48.5091128,0,0.0,149,13.21,437,38.74,309,27.39,71,6.29,14,1.24,26,2.3,102,9.04,11,0.98,5,0.44,4,0.35,0,0.0,0,0.0,0,0.0
41515,Schiedlberg,14.2847189,48.0864458,0,0.0,86,10.25,356,42.43,231,27.53,56,6.67,16,1.91,11,1.31,68,8.1,7,0.83,6,0.72,2,0.24,0,0.0,0,0.0,0,0.0
41229,Schildorn,13.4585,48.1384418,0,0.0,126,15.77,262,32.79,258,32.29,46,5.76,9,1.13,13,1.63,64,8.01,10,1.25,6,0.75,4,0.5,0,0.0,1,0.13,0,0.0
41736,Schlatt,13.7890649,48.0765504,0,0.0,154,18.94,237,29.15,237,29.15,69,8.49,13,1.6,22,2.71,61,7.5,5,0.62,9,1.11,5,0.62,0,0.0,1,0.12,0,0.0
50331,Schleedorf,13.1469985,47.9573597,0,0.0,65,9.38,226,32.61,277,39.97,35,5.05,17,2.45,12,1.73,44,6.35,1,0.14,6,0.87,10,1.44,0,0.0,0,0.0,0,0.0
41818,Schleißheim,14.077029,48.1500969,0,0.0,134,14.74,258,28.38,275,30.25,90,9.9,17,1.87,11,1.21,100,11.0,5,0.55,8,0.88,11,1.21,0,0.0,0,0.0,0,0.0
40917,Schlierbach,14.1064519,47.9430018,0,0.0,323,18.07,465,26.02,539,30.16,197,11.02,35,1.96,18,1.01,167,9.35,21,1.18,15,0.84,5,0.28,0,0.0,2,0.11,0,0.0
40827,Schlüßlberg,13.8650093,48.2246031,0,0.0,534,27.8,430,22.38,587,30.56,129,6.72,36,1.87,29,1.51,137,7.13,13,0.68,16,0.83,4,0.21,0,0.0,6,0.31,0,0.0
40442,Schwand im Innkreis,12.9632476,48.1843237,0,0.0,62,10.1,190,30.94,251,40.88,32,5.21,10,1.63,14,2.28,34,5.54,9,1.47,6,0.98,5,0.81,0,0.0,1,0.16,0,0.0
41738,Schwanenstadt,13.7728317,48.0543655,0,0.0,447,21.15,452,21.39,709,33.55,205,9.7,51,2.41,43,2.04,142,6.72,22,1.04,12,0.57,14,0.66,0,0.0,16,0.76,0,0.0
41341,Schwarzenberg am Böhmerwald,13.8404035,48.7378852,0,0.0,49,14.16,155,44.8,106,30.64,9,2.6,3,0.87,5,1.45,14,4.05,1,0.29,3,0.87,1,0.29,0,0.0,0,0.0,0,0.0
41124,Schwertberg,14.5842143,48.2812663,0,0.0,910,28.58,803,25.22,864,27.14,230,7.22,46,1.44,62,1.95,206,6.47,15,0.47,25,0.79,15,0.47,0,0.0,8,0.25,0,0.0
41422,Schärding,13.4357666,48.4605024,0,0.0,534,20.9,670,26.22,801,31.35,214,8.38,33,1.29,41,1.6,209,8.18,20,0.78,14,0.55,13,0.51,0,0.0,6,0.23,0,0.0
40619,Schönau im Mühlkreis,14.7077728,48.4026094,0,0.0,186,13.52,508,36.92,461,33.5,79,5.74,16,1.16,19,1.38,71,5.16,17,1.24,11,0.8,7,0.51,0,0.0,1,0.07,0,0.0
41737,Schörfling am Attersee,13.6138797,47.933151,0,0.0,478,22.08,455,21.02,653,30.16,224,10.35,37,1.71,52,2.4,217,10.02,18,0.83,9,0.42,19,0.88,0,0.0,3,0.14,0,0.0
50332,Seeham,13.0582429,47.9656108,0,0.0,123,10.26,456,38.03,312,26.02,109,9.09,29,2.42,24,2.0,118,9.84,12,1.0,10,0.83,6,0.5,0,0.0,0,0.0,0,0.0
50339,Seekirchen am Wallersee,13.1093911,47.9032209,0,0.0,902,13.87,1899,29.2,1692,26.01,832,12.79,253,3.89,105,1.61,691,10.62,35,0.54,47,0.72,48,0.74,0,0.0,0,0.0,0,0.0
41739,Seewalchen am Attersee,13.5630901,47.9549641,0,0.0,733,20.7,829,23.41,1028,29.03,338,9.55,58,1.64,104,2.94,380,10.73,40,1.13,18,0.51,12,0.34,0,0.0,1,0.03,0,0.0
41230,Senftenbach,13.4120357,48.2666073,0,0.0,59,12.34,140,29.29,162,33.89,25,5.23,9,1.88,13,2.72,55,11.51,5,1.05,4,0.84,6,1.26,0,0.0,0,0.0,0,0.0
41516,Sierning,14.3072658,48.0522075,0,0.0,1562,27.43,1196,21.0,1771,31.1,382,6.71,87,1.53,109,1.91,451,7.92,49,0.86,33,0.58,32,0.56,0,0.0,22,0.39,0,0.0
41424,Sigharting,13.6031589,48.3953338,0,0.0,62,11.23,215,38.95,208,37.68,17,3.08,4,0.72,4,0.72,33,5.98,3,0.54,3,0.54,2,0.36,0,0.0,1,0.18,0,0.0
41819,Sipbachzell,14.0990499,48.1070351,0,0.0,188,14.05,407,30.42,452,33.78,86,6.43,20,1.49,27,2.02,133,9.94,9,0.67,7,0.52,8,0.6,0,0.0,1,0.07,0,0.0
41623,Sonnberg im Mühlkreis,14.2947444,48.4597227,0,0.0,122,16.53,226,30.62,207,28.05,57,7.72,17,2.3,15,2.03,67,9.08,10,1.36,12,1.63,5,0.68,0,0.0,0,0.0,0,0.0
41417,St. Aegidi,13.7281643,48.4643909,0,0.0,95,8.84,445,41.4,394,36.65,45,4.19,13,1.21,10,0.93,53,4.93,12,1.12,4,0.37,3,0.28,0,0.0,1,0.09,0,0.0
40824,St. Agatha,13.8678789,48.3890318,0,0.0,154,10.48,546,37.17,517,35.19,88,5.99,14,0.95,13,0.88,116,7.9,8,0.54,6,0.41,6,0.41,0,0.0,1,0.07,0,0.0
41013,St. Florian,14.3705135,48.1998242,0,0.0,790,19.01,1280,30.8,1000,24.06,389,9.36,57,1.37,69,1.66,479,11.53,24,0.58,20,0.48,42,1.01,0,0.0,6,0.14,0,0.0
41418,St. Florian am Inn,13.4692523,48.4258967,0,0.0,289,16.46,504,28.7,640,36.45,120,6.83,25,1.42,29,1.65,116,6.61,14,0.8,7,0.4,8,0.46,0,0.0,4,0.23,0,0.0
40435,St. Georgen am Fillmannsbach,13.0222884,48.1201207,0,0.0,19,6.53,89,30.58,155,53.26,8,2.75,1,0.34,4,1.37,12,4.12,0,0.0,3,1.03,0,0.0,0,0.0,0,0.0,0,0.0
41119,St. Georgen am Walde,14.9068752,48.3672977,0,0.0,217,16.54,394,30.03,529,40.32,56,4.27,13,0.99,16,1.22,56,4.27,12,0.91,11,0.84,6,0.46,0,0.0,2,0.15,0,0.0
41120,St. Georgen an der Gusen,14.4516014,48.2849402,0,0.0,762,28.39,597,22.24,691,25.75,230,8.57,56,2.09,63,2.35,214,7.97,20,0.75,29,1.08,18,0.67,0,0.0,4,0.15,0,0.0
40825,St. Georgen bei Grieskirchen,13.7780361,48.2224656,0,0.0,143,17.33,270,32.73,231,28.0,61,7.39,7,0.85,12,1.45,91,11.03,3,0.36,5,0.61,2,0.24,0,0.0,0,0.0,0,0.0
41226,St. Georgen bei Obernberg am Inn,13.3295782,48.289312,0,0.0,21,5.92,168,47.32,87,24.51,35,9.86,5,1.41,5,1.41,30,8.45,1,0.28,2,0.56,1,0.28,0,0.0,0,0.0,0,0.0
41734,St. Georgen im Attergau,13.478769,47.9320817,0,0.0,377,14.73,725,28.32,873,34.1,200,7.81,29,1.13,76,2.97,220,8.59,24,0.94,16,0.63,15,0.59,0,0.0,5,0.2,0,0.0
41621,St. Gotthard im Mühlkreis,14.1198201,48.3856817,0,0.0,161,18.01,298,33.33,212,23.71,90,10.07,19,2.13,16,1.79,65,7.27,9,1.01,12,1.34,11,1.23,0,0.0,1,0.11,0,0.0
40436,St. Johann am Walde,13.2883751,48.1094489,0,0.0,167,13.64,350,28.59,531,43.38,54,4.41,18,1.47,23,1.88,57,4.66,9,0.74,9,0.74,6,0.49,0,0.0,0,0.0,0,0.0
41331,St. Johann am Wimberg,14.1287175,48.4956868,0,0.0,85,12.25,202,29.11,269,38.76,56,8.07,3,0.43,13,1.87,52,7.49,10,1.44,2,0.29,2,0.29,0,0.0,0,0.0,0,0.0
40716,St. Konrad,13.8819116,47.9070447,0,0.0,131,16.69,262,33.38,261,33.25,36,4.59,11,1.4,9,1.15,51,6.5,7,0.89,6,0.76,10,1.27,0,0.0,1,0.13,0,0.0
40617,St. Leonhard bei Freistadt,14.6788788,48.4492753,0,0.0,143,15.25,335,35.71,304,32.41,47,5.01,20,2.13,18,1.92,45,4.8,8,0.85,11,1.17,4,0.43,0,0.0,3,0.32,0,0.0
41735,St. Lorenz,13.3260822,47.8309409,0,0.0,168,10.83,524,33.78,455,29.34,145,9.35,21,1.35,37,2.39,177,11.41,13,0.84,5,0.32,5,0.32,0,0.0,1,0.06,0,0.0
41020,St. Marien,14.2813663,48.1404075,0,0.0,637,19.69,914,28.25,891,27.54,244,7.54,57,1.76,53,1.64,376,11.62,14,0.43,23,0.71,19,0.59,0,0.0,7,0.22,0,0.0
41227,St. Marienkirchen am Hausruck,13.5781216,48.1860252,0,0.0,47,7.86,211,35.28,209,34.95,50,8.36,6,1.0,21,3.51,40,6.69,10,1.67,2,0.33,2,0.33,0,0.0,0,0.0,0,0.0
40510,St. Marienkirchen an der Polsenz,13.9291997,48.2682262,0,0.0,294,19.1,422,27.42,531,34.5,92,5.98,21,1.36,30,1.95,108,7.02,15,0.97,8,0.52,16,1.04,0,0.0,2,0.13,0,0.0
41419,St. Marienkirchen bei Schärding,13.4457362,48.3773167,0,0.0,101,9.17,385,34.94,415,37.66,66,5.99,11,1.0,23,2.09,85,7.71,5,0.45,7,0.64,3,0.27,0,0.0,1,0.09,0,0.0
41228,St. Martin im Innkreis,13.4375035,48.2966852,0,0.0,132,12.78,306,29.62,364,35.24,85,8.23,18,1.74,24,2.32,80,7.74,10,0.97,4,0.39,5,0.48,0,0.0,5,0.48,0,0.0
41332,St. Martin im Mühlkreis,14.029367,48.4178317,0,0.0,388,15.64,855,34.46,661,26.64,220,8.87,41,1.65,52,2.1,197,7.94,36,1.45,20,0.81,8,0.32,0,0.0,3,0.12,0,0.0
41121,St. Nikola an der Donau,14.9121257,48.2406088,0,0.0,86,19.46,136,30.77,147,33.26,28,6.33,6,1.36,9,2.04,20,4.52,1,0.23,4,0.9,5,1.13,0,0.0,0,0.0,0,0.0
31541,St. Oswald,15.0156642,48.2699598,0,0.0,129,16.31,341,43.11,219,27.69,32,4.05,9,1.14,20,2.53,35,4.42,3,0.38,2,0.25,1,0.13,0,0.0,0,0.0,0,0.0
40618,St. Oswald bei Freistadt,14.6128252,48.5019356,0,0.0,333,17.05,571,29.24,751,38.45,66,3.38,23,1.18,31,1.59,148,7.58,15,0.77,8,0.41,6,0.31,0,0.0,1,0.05,0,0.0
41333,St. Oswald bei Haslach,14.0188063,48.6218624,0,0.0,58,16.34,135,38.03,112,31.55,25,7.04,5,1.41,3,0.85,13,3.66,0,0.0,3,0.85,1,0.28,0,0.0,0,0.0,0,0.0
40916,St. Pankraz,14.2154992,47.7704319,0,0.0,43,17.7,43,17.7,124,51.03,12,4.94,4,1.65,5,2.06,8,3.29,0,0.0,2,0.82,2,0.82,0,0.0,0,0.0,0,0.0
40437,St. Pantaleon,12.880602,48.0188448,0,0.0,300,18.2,407,24.7,606,36.77,74,4.49,60,3.64,36,2.18,125,7.58,17,1.03,5,0.3,11,0.67,0,0.0,7,0.42,0,0.0
30529,St. Pantaleon-Erla,14.5639211,48.2068422,0,0.0,440,25.11,463,26.43,516,29.45,120,6.85,25,1.43,39,2.23,117,6.68,12,0.68,13,0.74,7,0.4,0,0.0,0,0.0,0,0.0
40438,St. Peter am Hart,13.0982462,48.2579139,0,0.0,214,15.04,367,25.79,533,37.46,93,6.54,22,1.55,31,2.18,125,8.78,21,1.48,8,0.56,8,0.56,0,0.0,1,0.07,0,0.0
41334,St. Peter am Wimberg,14.0877431,48.5206013,0,0.0,179,14.48,469,37.94,305,24.68,86,6.96,20,1.62,26,2.1,107,8.66,18,1.46,16,1.29,8,0.65,0,0.0,2,0.16,0,0.0
30530,St. Peter in der Au,14.586956,48.0146307,0,0.0,462,13.82,1157,34.61,1062,31.77,229,6.85,46,1.38,59,1.76,250,7.48,22,0.66,28,0.84,27,0.81,0,0.0,1,0.03,0,0.0
